size,totalTime,partitionTime,distributionTime,stepTime,collectingRemoteTime,detectionTime,exchangingCommunitiesTime,collectingMissingTime,coarsenTime,foundCommunities,fileName
2,5.21259,0.0207324,0.00303197,5.18549,3.28958,1.67521,0.00756645,0.0363524,0.146377,60,p2p-Gnutella25.txt
2,5.21678,0.0210915,0.00284481,5.18924,3.28504,1.67253,0.0173695,0.0368645,0.147229,68,p2p-Gnutella25.txt
2,5.21427,0.0217052,0.00284266,5.18667,3.28931,1.67948,0.00490856,0.0363259,0.146443,63,p2p-Gnutella25.txt
2,5.22473,0.0216269,0.00292397,5.19515,3.29058,1.67535,0.013689,0.0379579,0.147012,66,p2p-Gnutella25.txt
4,1.7758,0.0209534,0.00275683,1.75019,1.15288,0.427104,0.0145891,0.0531106,0.0747056,56,p2p-Gnutella25.txt
4,1.7457,0.0207939,0.00266218,1.72018,1.12813,0.428051,0.0111649,0.0503075,0.0745974,55,p2p-Gnutella25.txt
4,1.7781,0.0219595,0.00270605,1.75084,1.15455,0.42388,0.0165083,0.0527027,0.0749764,57,p2p-Gnutella25.txt
4,1.755,0.0209899,0.00278354,1.72846,1.13639,0.423263,0.0138128,0.0520463,0.0749063,60,p2p-Gnutella25.txt
4,1.75418,0.0208204,0.00272965,1.72811,1.13318,0.427392,0.0121922,0.0523183,0.0750613,57,p2p-Gnutella25.txt
8,0.703055,0.0216801,0.00297785,0.676355,0.437649,0.111373,0.0126717,0.047199,0.0401042,45,p2p-Gnutella25.txt
8,0.699801,0.0216053,0.00308514,0.6738,0.435175,0.110912,0.0145655,0.0460126,0.0396857,49,p2p-Gnutella25.txt
8,0.689761,0.020911,0.00317264,0.664408,0.429373,0.10707,0.0171053,0.0464034,0.0381622,52,p2p-Gnutella25.txt
8,0.702107,0.0234532,0.00306439,0.672222,0.436479,0.108554,0.0158501,0.0458119,0.0382781,45,p2p-Gnutella25.txt
8,0.710411,0.0216792,0.00295472,0.68407,0.446269,0.108193,0.0175264,0.0476806,0.0380819,52,p2p-Gnutella25.txt
16,0.381175,0.0223317,0.0040338,0.353792,0.213968,0.0296361,0.0197175,0.040221,0.0219252,53,p2p-Gnutella25.txt
16,0.384192,0.022049,0.00403619,0.356867,0.218089,0.029146,0.0207818,0.0409653,0.0208423,51,p2p-Gnutella25.txt
16,0.380926,0.0218749,0.00413489,0.352573,0.212747,0.0286593,0.021951,0.0413353,0.0207715,47,p2p-Gnutella25.txt
16,0.377278,0.0219548,0.003968,0.350323,0.212352,0.0287454,0.020396,0.0401869,0.0208371,46,p2p-Gnutella25.txt
16,0.384354,0.023356,0.00401688,0.354815,0.217101,0.0287006,0.0209045,0.0403085,0.0209038,55,p2p-Gnutella25.txt
32,0.286506,0.0224013,0.00627351,0.256954,0.130328,0.00774193,0.0369439,0.0403073,0.0117519,52,p2p-Gnutella25.txt
32,0.288159,0.025342,0.00609922,0.254861,0.128252,0.00773072,0.036382,0.0406437,0.0116923,46,p2p-Gnutella25.txt
32,0.284194,0.0226684,0.00604749,0.25421,0.127434,0.00775194,0.0366924,0.0404725,0.0118818,48,p2p-Gnutella25.txt
32,0.287528,0.0227768,0.00638413,0.25716,0.1313,0.00775218,0.0363843,0.0408335,0.0116045,51,p2p-Gnutella25.txt
32,0.290457,0.0243735,0.00622582,0.256214,0.129543,0.00774527,0.0370018,0.0410275,0.011601,45,p2p-Gnutella25.txt
64,0.330297,0.0254843,0.0100901,0.293493,0.118217,0.00261545,0.0719464,0.0601642,0.00701261,43,p2p-Gnutella25.txt
64,0.331719,0.0262206,0.0136864,0.289965,0.115954,0.00261879,0.0711613,0.0605879,0.00690579,40,p2p-Gnutella25.txt
64,0.341312,0.0263281,0.010519,0.303225,0.125015,0.00268269,0.0740886,0.0606949,0.00719047,47,p2p-Gnutella25.txt
64,0.335281,0.0265291,0.0106556,0.29696,0.118711,0.00274825,0.0724938,0.0600677,0.00737524,42,p2p-Gnutella25.txt
64,0.337747,0.0254865,0.0104265,0.300979,0.120896,0.00273371,0.073612,0.0615578,0.00723362,41,p2p-Gnutella25.txt
1,53.526,0.083293,0.00273919,53.4151,28.4907,24.0671,0.00196028,0.0316651,0.758752,76,p2p-Gnutella30.txt
1,51.6857,0.0338867,0.00268841,51.6215,27.5279,23.2424,0.00188875,0.0297685,0.754812,81,p2p-Gnutella30.txt
1,54.2946,0.0342159,0.00261831,54.2491,29.6312,23.7555,0.00230694,0.0325265,0.7609,69,p2p-Gnutella30.txt
2,15.1571,0.0359459,0.00387025,15.0988,9.62702,4.96019,0.00733089,0.0658031,0.383969,71,p2p-Gnutella30.txt
2,14.0949,0.0337212,0.00404239,14.0522,8.84815,4.69261,0.0065105,0.067183,0.383058,71,p2p-Gnutella30.txt
2,14.8659,0.0340154,0.0040853,14.8212,9.46819,4.78873,0.0507421,0.0705533,0.386749,80,p2p-Gnutella30.txt
